_id,AnnoA,AteneoNOME,AteneoCOD,SESSO,Isc
3416,2002/2003,Napoli L'Orientale,6303,M,2335
3417,2002/2003,Napoli Parthenope,6302,F,7444
3418,2002/2003,Napoli Parthenope,6302,M,9138
3419,2002/2003,Napoli Vanvitelli,6306,F,15496
3420,2002/2003,Napoli Vanvitelli,6306,M,11899
3421,2002/2003,Padova,2801,F,32673
3422,2002/2003,Padova,2801,M,25175
3423,2002/2003,Palermo,8201,F,36047
3424,2002/2003,Palermo,8201,M,26215
3425,2002/2003,Parma,3401,F,15849
3426,2002/2003,Parma,3401,M,13045
3427,2002/2003,Pavia,1801,F,12275
3428,2002/2003,Pavia,1801,M,9993
3429,2002/2003,Perugia,5401,F,18345
3430,2002/2003,Perugia,5401,M,14991
3431,2002/2003,Perugia Stranieri,5403,F,1655
3432,2002/2003,Perugia Stranieri,5403,M,753
3433,2002/2003,Piemonte Orientale,201,F,5164
3434,2002/2003,Piemonte Orientale,201,M,3244
3435,2002/2003,Pisa,5001,F,25387
3436,2002/2003,Pisa,5001,M,24190
3437,2002/2003,Reggio Calabria,8001,F,4432
3438,2002/2003,Reggio Calabria,8001,M,4864
3439,2002/2003,Roma Biomedico,5808,F,379
3440,2002/2003,Roma Biomedico,5808,M,247
3441,2002/2003,Roma Foro Italico,5806,F,554
3442,2002/2003,Roma Foro Italico,5806,M,735
3443,2002/2003,Roma La Sapienza,5801,F,77883
3444,2002/2003,Roma La Sapienza,5801,M,54654
3445,2002/2003,Roma LUISS,5805,F,2529
3446,2002/2003,Roma LUISS,5805,M,2649
3447,2002/2003,Roma LUMSA,5803,F,4398
3448,2002/2003,Roma LUMSA,5803,M,2188
3449,2002/2003,Roma Tor Vergata,5802,F,15463
3450,2002/2003,Roma Tor Vergata,5802,M,15027
3451,2002/2003,Roma Tre,5807,F,20460
3452,2002/2003,Roma Tre,5807,M,14948
3453,2002/2003,Roma UNINT,5809,F,490
3454,2002/2003,Roma UNINT,5809,M,399
3455,2002/2003,Salento,7501,F,18183
3456,2002/2003,Salento,7501,M,9519
3457,2002/2003,Salerno,6501,F,22811
3458,2002/2003,Salerno,6501,M,16072
3459,2002/2003,Sannio,6201,F,2993
3460,2002/2003,Sannio,6201,M,3067
3461,2002/2003,Sassari,9001,F,10137
3462,2002/2003,Sassari,9001,M,5491
3463,2002/2003,Siena,5201,F,12061
3464,2002/2003,Siena,5201,M,9028
3465,2002/2003,Siena Stranieri,5202,F,214
3466,2002/2003,Siena Stranieri,5202,M,48
3467,2002/2003,Teramo,6701,F,5243
3468,2002/2003,Teramo,6701,M,4270
3469,2002/2003,Torino,101,F,37176
3470,2002/2003,Torino,101,M,23565
3471,2002/2003,Torino Politecnico,102,F,5883
3472,2002/2003,Torino Politecnico,102,M,17519
3473,2002/2003,Trento,2201,F,7170
3474,2002/2003,Trento,2201,M,7340
3475,2002/2003,Trieste,3201,F,13846
3476,2002/2003,Trieste,3201,M,10107
3477,2002/2003,Tuscia,5601,F,4688
3478,2002/2003,Tuscia,5601,M,5286
3479,2002/2003,Udine,3001,F,8338
3480,2002/2003,Udine,3001,M,7905
3481,2002/2003,Urbino,4101,F,13397
3482,2002/2003,Urbino,4101,M,8686
3483,2002/2003,Venezia C Foscari,2701,F,10218
3484,2002/2003,Venezia C Foscari,2701,M,6610
3485,2002/2003,Venezia Iuav,2702,F,3607
3486,2002/2003,Venezia Iuav,2702,M,4276
3487,2002/2003,Verona,2301,F,13247
3488,2002/2003,Verona,2301,M,7009
3489,2001/2002,Aosta,701,F,165
3490,2001/2002,Aosta,701,M,47
3491,2001/2002,Bari,7201,F,32675
3492,2001/2002,Bari,7201,M,17194
3493,2001/2002,Bari Politecnico,7202,F,2699
3494,2001/2002,Bari Politecnico,7202,M,8245
3495,2001/2002,Basilicata,7601,F,3435
3496,2001/2002,Basilicata,7601,M,2981
3497,2001/2002,Bergamo,1601,F,5374
3498,2001/2002,Bergamo,1601,M,3564
3499,2001/2002,Bologna,3701,F,52766
3500,2001/2002,Bologna,3701,M,46293
3501,2001/2002,Bolzano,2101,F,693
3502,2001/2002,Bolzano,2101,M,325
3503,2001/2002,Brescia,1701,F,5523
3504,2001/2002,Brescia,1701,M,6875
3505,2001/2002,Cagliari,9201,F,21540
3506,2001/2002,Cagliari,9201,M,13216
3507,2001/2002,Calabria,7801,F,14968
3508,2001/2002,Calabria,7801,M,12137
3509,2001/2002,Camerino,4302,F,3947
3510,2001/2002,Camerino,4302,M,5340
3511,2001/2002,Casamassima - G.Degennaro,7203,F,134
3512,2001/2002,Casamassima - G.Degennaro,7203,M,292
3513,2001/2002,Cassino,6001,F,6871
3514,2001/2002,Cassino,6001,M,4898
3515,2001/2002,Castellanza LIUC,1201,F,739
3516,2001/2002,Castellanza LIUC,1201,M,1704
3517,2001/2002,Catania,8701,F,32428
3518,2001/2002,Catania,8701,M,22605
3519,2001/2002,Catanzaro,7901,F,5661
3520,2001/2002,Catanzaro,7901,M,3573
3521,2001/2002,Chieti e Pescara,6901,F,13664
3522,2001/2002,Chieti e Pescara,6901,M,8098
3523,2001/2002,Ferrara,3801,F,8370
3524,2001/2002,Ferrara,3801,M,6925
3525,2001/2002,Firenze,4801,F,32859
3526,2001/2002,Firenze,4801,M,25182
3527,2001/2002,Foggia,7101,F,5673
3528,2001/2002,Foggia,7101,M,4004
3529,2001/2002,Genova,1001,F,18931
3530,2001/2002,Genova,1001,M,16072
3531,2001/2002,Insubria,1202,F,3492
3532,2001/2002,Insubria,1202,M,2782
3533,2001/2002,L'Aquila,6601,F,7782
3534,2001/2002,L'Aquila,6601,M,6506
3535,2001/2002,Macerata,4301,F,8208
3536,2001/2002,Macerata,4301,M,4835
3537,2001/2002,Marche,4201,F,5473
3538,2001/2002,Marche,4201,M,8455
3539,2001/2002,Messina,8301,F,20259
3540,2001/2002,Messina,8301,M,12477
3541,2001/2002,Milano,1501,F,34201
3542,2001/2002,Milano,1501,M,26613
3543,2001/2002,Milano Bicocca,1509,F,13795
3544,2001/2002,Milano Bicocca,1509,M,9024
3545,2001/2002,Milano Bocconi,1503,F,5327
3546,2001/2002,Milano Bocconi,1503,M,7214
3547,2001/2002,Milano Cattolica,1504,F,26137
3548,2001/2002,Milano Cattolica,1504,M,13167
3549,2001/2002,Milano IULM,1505,F,6909
3550,2001/2002,Milano IULM,1505,M,2058
3551,2001/2002,Milano Politecnico,1502,F,11019
3552,2001/2002,Milano Politecnico,1502,M,27823
3553,2001/2002,Milano San Raffaele,1508,F,602
3554,2001/2002,Milano San Raffaele,1508,M,271
3555,2001/2002,Modena e Reggio Emilia,3601,F,7416
3556,2001/2002,Modena e Reggio Emilia,3601,M,7432
3557,2001/2002,Molise,7001,F,4662
3558,2001/2002,Molise,7001,M,3603
3559,2001/2002,Napoli Benincasa,6304,F,9729
3560,2001/2002,Napoli Benincasa,6304,M,1822
3561,2001/2002,Napoli Federico II,6301,F,46548
3562,2001/2002,Napoli Federico II,6301,M,43604
3563,2001/2002,Napoli L'Orientale,6303,F,8186
3564,2001/2002,Napoli L'Orientale,6303,M,2470
3565,2001/2002,Napoli Parthenope,6302,F,7116
3566,2001/2002,Napoli Parthenope,6302,M,8661
3567,2001/2002,Napoli Vanvitelli,6306,F,15373
3568,2001/2002,Napoli Vanvitelli,6306,M,11359
3569,2001/2002,Padova,2801,F,32010
3570,2001/2002,Padova,2801,M,24175
3571,2001/2002,Palermo,8201,F,35415
3572,2001/2002,Palermo,8201,M,25899
3573,2001/2002,Parma,3401,F,15275
3574,2001/2002,Parma,3401,M,12435
3575,2001/2002,Pavia,1801,F,12155
3576,2001/2002,Pavia,1801,M,9876
3577,2001/2002,Perugia,5401,F,17310
3578,2001/2002,Perugia,5401,M,13841
3579,2001/2002,Perugia Stranieri,5403,F,1486
3580,2001/2002,Perugia Stranieri,5403,M,703
3581,2001/2002,Piemonte Orientale,201,F,4928
3582,2001/2002,Piemonte Orientale,201,M,3252
3583,2001/2002,Pisa,5001,F,24139
3584,2001/2002,Pisa,5001,M,23785
3585,2001/2002,Reggio Calabria,8001,F,4136
3586,2001/2002,Reggio Calabria,8001,M,4640
3587,2001/2002,Roma Biomedico,5808,F,335
3588,2001/2002,Roma Biomedico,5808,M,207
3589,2001/2002,Roma Foro Italico,5806,F,700
3590,2001/2002,Roma Foro Italico,5806,M,879
3591,2001/2002,Roma La Sapienza,5801,F,81716
3592,2001/2002,Roma La Sapienza,5801,M,57629
3593,2001/2002,Roma LUISS,5805,F,2591
3594,2001/2002,Roma LUISS,5805,M,2659
3595,2001/2002,Roma LUMSA,5803,F,3935
3596,2001/2002,Roma LUMSA,5803,M,1845
3597,2001/2002,Roma Tor Vergata,5802,F,13916
3598,2001/2002,Roma Tor Vergata,5802,M,14198
3599,2001/2002,Roma Tre,5807,F,18734
3600,2001/2002,Roma Tre,5807,M,13536
3601,2001/2002,Roma UNINT,5809,F,460
3602,2001/2002,Roma UNINT,5809,M,311
3603,2001/2002,Salento,7501,F,17272
3604,2001/2002,Salento,7501,M,8836
3605,2001/2002,Salerno,6501,F,22595
3606,2001/2002,Salerno,6501,M,15678
3607,2001/2002,Sannio,6201,F,2631
3608,2001/2002,Sannio,6201,M,2580
3609,2001/2002,Sassari,9001,F,10501
3610,2001/2002,Sassari,9001,M,5769
3611,2001/2002,Siena,5201,F,11253
3612,2001/2002,Siena,5201,M,8620
3613,2001/2002,Siena Stranieri,5202,F,162
3614,2001/2002,Siena Stranieri,5202,M,30
3615,2001/2002,Teramo,6701,F,5474
3616,2001/2002,Teramo,6701,M,4359
3617,2001/2002,Torino,101,F,33140
3618,2001/2002,Torino,101,M,20609
3619,2001/2002,Torino Politecnico,102,F,5574
3620,2001/2002,Torino Politecnico,102,M,16975
3621,2001/2002,Trento,2201,F,7026
3622,2001/2002,Trento,2201,M,7341
3623,2001/2002,Trieste,3201,F,14754
3624,2001/2002,Trieste,3201,M,9315
3625,2001/2002,Tuscia,5601,F,4022
3626,2001/2002,Tuscia,5601,M,4069
3627,2001/2002,Udine,3001,F,7898
3628,2001/2002,Udine,3001,M,7395
3629,2001/2002,Urbino,4101,F,13383
3630,2001/2002,Urbino,4101,M,8928
3631,2001/2002,Venezia C Foscari,2701,F,10470
3632,2001/2002,Venezia C Foscari,2701,M,6763
3633,2001/2002,Venezia Iuav,2702,F,3777
3634,2001/2002,Venezia Iuav,2702,M,4708
3635,2001/2002,Verona,2301,F,13484
3636,2001/2002,Verona,2301,M,6860
3637,2000/2001,Aosta,701,F,58
3638,2000/2001,Aosta,701,M,7
3639,2000/2001,Bari,7201,F,32386
3640,2000/2001,Bari,7201,M,17237
3641,2000/2001,Bari Politecnico,7202,F,2572
3642,2000/2001,Bari Politecnico,7202,M,8274
3643,2000/2001,Basilicata,7601,F,3013
3644,2000/2001,Basilicata,7601,M,2455
3645,2000/2001,Bergamo,1601,F,4610
3646,2000/2001,Bergamo,1601,M,3123
3647,2000/2001,Bologna,3701,F,52499
3648,2000/2001,Bologna,3701,M,46631
3649,2000/2001,Bologna ISEF,3702,F,942
3650,2000/2001,Bologna ISEF,3702,M,917
3651,2000/2001,Bolzano,2101,F,555
3652,2000/2001,Bolzano,2101,M,196
3653,2000/2001,Brescia,1701,F,5356
3654,2000/2001,Brescia,1701,M,6866
3655,2000/2001,Cagliari,9201,F,22842
3656,2000/2001,Cagliari,9201,M,14468
3657,2000/2001,Calabria,7801,F,14127
3658,2000/2001,Calabria,7801,M,11472
3659,2000/2001,Camerino,4302,F,3986
3660,2000/2001,Camerino,4302,M,5414
3661,2000/2001,Casamassima - G.Degennaro,7203,F,77
3662,2000/2001,Casamassima - G.Degennaro,7203,M,152
3663,2000/2001,Cassino,6001,F,7138
3664,2000/2001,Cassino,6001,M,5098
3665,2000/2001,Castellanza LIUC,1201,F,711
3666,2000/2001,Castellanza LIUC,1201,M,1713
3667,2000/2001,Catania,8701,F,29936
3668,2000/2001,Catania,8701,M,21536
3669,2000/2001,Catanzaro,7901,F,6372
3670,2000/2001,Catanzaro,7901,M,3980
3671,2000/2001,Chieti e Pescara,6901,F,11930
3672,2000/2001,Chieti e Pescara,6901,M,7076
3673,2000/2001,Ferrara,3801,F,7952
3674,2000/2001,Ferrara,3801,M,6529
3675,2000/2001,Firenze,4801,F,31747
3676,2000/2001,Firenze,4801,M,24609
3677,2000/2001,Firenze ISEF,4802,F,625
3678,2000/2001,Firenze ISEF,4802,M,631
3679,2000/2001,Foggia,7101,F,5427
3680,2000/2001,Foggia,7101,M,3935
3681,2000/2001,Genova,1001,F,19274
3682,2000/2001,Genova,1001,M,16427
3683,2000/2001,Insubria,1202,F,3290
3684,2000/2001,Insubria,1202,M,2605
3685,2000/2001,L'Aquila,6601,F,6930
3686,2000/2001,L'Aquila,6601,M,6080
3687,2000/2001,Macerata,4301,F,8039
3688,2000/2001,Macerata,4301,M,4234
3689,2000/2001,Marche,4201,F,5102
3690,2000/2001,Marche,4201,M,8224
3691,2000/2001,Messina,8301,F,21203
3692,2000/2001,Messina,8301,M,12969
3693,2000/2001,Milano,1501,F,32805
3694,2000/2001,Milano,1501,M,25244
3695,2000/2001,Milano Bicocca,1509,F,11991
3696,2000/2001,Milano Bicocca,1509,M,7999
3697,2000/2001,Milano Bocconi,1503,F,4448
3698,2000/2001,Milano Bocconi,1503,M,6499
3699,2000/2001,Milano Cattolica,1504,F,25654
3700,2000/2001,Milano Cattolica,1504,M,12643
3701,2000/2001,Milano ISEF,1506,F,134
3702,2000/2001,Milano ISEF,1506,M,153
3703,2000/2001,Milano ISEF Lombardia,1507,F,517
3704,2000/2001,Milano ISEF Lombardia,1507,M,628
3705,2000/2001,Milano IULM,1505,F,6535
3706,2000/2001,Milano IULM,1505,M,1762
3707,2000/2001,Milano Politecnico,1502,F,10885
3708,2000/2001,Milano Politecnico,1502,M,27462
3709,2000/2001,Milano San Raffaele,1508,F,482
3710,2000/2001,Milano San Raffaele,1508,M,214
3711,2000/2001,Modena e Reggio Emilia,3601,F,6967
3712,2000/2001,Modena e Reggio Emilia,3601,M,7228
3713,2000/2001,Molise,7001,F,4269
3714,2000/2001,Molise,7001,M,3471
3715,2000/2001,Napoli Benincasa,6304,F,9918
3716,2000/2001,Napoli Benincasa,6304,M,1739
3717,2000/2001,Napoli Federico II,6301,F,47579
3718,2000/2001,Napoli Federico II,6301,M,44765
3719,2000/2001,Napoli ISEF,6305,F,553
3720,2000/2001,Napoli ISEF,6305,M,666
3721,2000/2001,Napoli L'Orientale,6303,F,7571
3722,2000/2001,Napoli L'Orientale,6303,M,2263
3723,2000/2001,Napoli Parthenope,6302,F,6359
3724,2000/2001,Napoli Parthenope,6302,M,7343
3725,2000/2001,Napoli Vanvitelli,6306,F,13383
3726,2000/2001,Napoli Vanvitelli,6306,M,10559
3727,2000/2001,Padova,2801,F,32232
3728,2000/2001,Padova,2801,M,24652
3729,2000/2001,Palermo,8201,F,33695
3730,2000/2001,Palermo,8201,M,24602
3731,2000/2001,Palermo ISEF,8202,F,474
3732,2000/2001,Palermo ISEF,8202,M,443
3733,2000/2001,Parma,3401,F,14988
3734,2000/2001,Parma,3401,M,12374
3735,2000/2001,Pavia,1801,F,11852
3736,2000/2001,Pavia,1801,M,9818
3737,2000/2001,Perugia,5401,F,16501
3738,2000/2001,Perugia,5401,M,12767
3739,2000/2001,Perugia ISEF,5402,F,195
3740,2000/2001,Perugia ISEF,5402,M,325
3741,2000/2001,Perugia Stranieri,5403,F,1270
3742,2000/2001,Perugia Stranieri,5403,M,621
3743,2000/2001,Piemonte Orientale,201,F,4683
3744,2000/2001,Piemonte Orientale,201,M,3126
3745,2000/2001,Pisa,5001,F,23671
3746,2000/2001,Pisa,5001,M,22299
3747,2000/2001,Reggio Calabria,8001,F,2490
3748,2000/2001,Reggio Calabria,8001,M,3791
3749,2000/2001,Roma Biomedico,5808,F,293
3750,2000/2001,Roma Biomedico,5808,M,191
3751,2000/2001,Roma Foro Italico,5806,F,788
3752,2000/2001,Roma Foro Italico,5806,M,820
3753,2000/2001,Roma La Sapienza,5801,F,81122
3754,2000/2001,Roma La Sapienza,5801,M,58815
3755,2000/2001,Roma LUISS,5805,F,2478
3756,2000/2001,Roma LUISS,5805,M,2571
3757,2000/2001,Roma LUMSA,5803,F,3460
3758,2000/2001,Roma LUMSA,5803,M,1592
3759,2000/2001,Roma Tor Vergata,5802,F,10931
3760,2000/2001,Roma Tor Vergata,5802,M,11583
3761,2000/2001,Roma Tre,5807,F,16902
3762,2000/2001,Roma Tre,5807,M,11790
3763,2000/2001,Roma UNINT,5809,F,369
3764,2000/2001,Roma UNINT,5809,M,237
3765,2000/2001,Salento,7501,F,16435
3766,2000/2001,Salento,7501,M,8343
3767,2000/2001,Salerno,6501,F,23064
3768,2000/2001,Salerno,6501,M,15782
3769,2000/2001,Sannio,6201,F,2590
3770,2000/2001,Sannio,6201,M,2593
3771,2000/2001,Sassari,9001,F,10197
3772,2000/2001,Sassari,9001,M,5493
3773,2000/2001,Siena,5201,F,10839
3774,2000/2001,Siena,5201,M,8215
3775,2000/2001,Siena Stranieri,5202,F,83
3776,2000/2001,Siena Stranieri,5202,M,17
3777,2000/2001,Teramo,6701,F,5404
3778,2000/2001,Teramo,6701,M,4252
3779,2000/2001,Torino,101,F,35757
3780,2000/2001,Torino,101,M,22375
3781,2000/2001,Torino ISEF,103,F,2539
3782,2000/2001,Torino ISEF,103,M,2541
3783,2000/2001,Torino Politecnico,102,F,5462
3784,2000/2001,Torino Politecnico,102,M,16212
3785,2000/2001,Trento,2201,F,7001
3786,2000/2001,Trento,2201,M,7212
3787,2000/2001,Trieste,3201,F,16276
3788,2000/2001,Trieste,3201,M,9601
3789,2000/2001,Tuscia,5601,F,4116
3790,2000/2001,Tuscia,5601,M,3708
3791,2000/2001,Udine,3001,F,7337
3792,2000/2001,Udine,3001,M,6776
3793,2000/2001,Urbino,4101,F,13350
3794,2000/2001,Urbino,4101,M,8769
3795,2000/2001,Urbino ISEF,4102,F,272
3796,2000/2001,Urbino ISEF,4102,M,370
3797,2000/2001,Venezia C Foscari,2701,F,9794
3798,2000/2001,Venezia C Foscari,2701,M,6463
3799,2000/2001,Venezia Iuav,2702,F,3978
3800,2000/2001,Venezia Iuav,2702,M,4937
3801,2000/2001,Verona,2301,F,11726
3802,2000/2001,Verona,2301,M,5869
